make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
2006,16.37,1800,Electric,1,9838.83,Volkswagen,Manual,White,Full,0,Yes
1997,22.16,1500,Diesel,3,5820.24,Toyota,Automatic,Silver,Partial,0,Yes
1995,19.11,1000,Electric,1,6384.48,Ford,Manual,Silver,Partial,0,Yes
1995,15.94,2500,Electric,2,8121.27,Honda,Automatic,Silver,Partial,0,Yes
2002,23.17,1800,Diesel,5,4362.67,Hyundai,Automatic,Red,Partial,1,Yes
2004,14.56,1200,Petrol,3,4443.54,Chevrolet,Manual,Blue,Partial,0,Yes
2005,14.37,4000,Petrol,2,9362.64,Kia,Manual,Silver,None,0,Yes
2006,5.0,4000,Electric,4,10453.62,Nissan,Manual,Gray,Full,0,Yes
2023,15.23,5000,Diesel,4,9842.1,Hyundai,Manual,Red,Full,0,Yes
2007,24.54,3000,Diesel,2,8010.1,Ford,Manual,Gray,None,0,Yes
2006,7.64,800,Petrol,3,3179.14,Chevrolet,Automatic,Gray,Full,0,Yes
2008,13.24,1200,Petrol,3,6357.67,Volkswagen,Manual,Silver,Full,2,No
1996,20.2,1000,Petrol,5,1719.97,Honda,Manual,Black,Full,0,Yes
2023,6.78,1500,Petrol,2,9143.69,Kia,Manual,Red,Partial,1,Yes
2013,15.45,1000,Electric,4,6371.4,Hyundai,Manual,White,Partial,0,No
2012,23.7,3000,Petrol,2,9789.46,Volkswagen,Automatic,Red,Full,1,Yes
1997,28.22,800,Diesel,1,4875.64,Tesla,Automatic,Gray,Full,0,Yes
2017,19.45,1500,Petrol,3,6539.85,Volkswagen,Manual,Black,Full,1,Yes
2011,13.37,1800,Petrol,1,7755.73,Chevrolet,Automatic,White,Full,0,Yes
2020,13.2,5000,Petrol,4,11408.12,Hyundai,Manual,Silver,Full,0,Yes
2002,18.72,1500,Electric,3,6191.38,BMW,Manual,Red,Partial,2,Yes
2023,19.4,3000,Diesel,4,7717.82,Tesla,Manual,Black,Full,0,Yes
2020,27.29,1000,Diesel,4,6113.58,Honda,Manual,White,Full,0,Yes
2004,22.85,4000,Electric,4,12375.22,Toyota,Manual,Gray,Full,0,Yes
2020,18.42,1000,Electric,5,8408.9,Ford,Automatic,Blue,None,0,Yes
1996,16.32,1000,Petrol,4,3294.1,Chevrolet,Manual,Red,Full,0,Yes
2013,33.07,1000,Petrol,4,6671.08,Toyota,Automatic,Gray,Full,0,Yes
2003,21.13,5000,Petrol,1,11664.22,Hyundai,Manual,Red,Full,0,No
2001,14.66,3000,Petrol,1,8818.84,Hyundai,Automatic,Gray,Full,0,Yes
1998,16.88,1200,Petrol,1,4238.43,Ford,Automatic,Silver,Partial,2,Yes
2020,13.61,5000,Petrol,3,13992.57,Toyota,Manual,Blue,None,0,Yes
2015,5.98,5000,Petrol,5,10046.75,Hyundai,Manual,Silver,Full,1,Yes
2012,19.56,3000,Diesel,3,7604.75,Tesla,Automatic,Blue,Partial,0,Yes
2007,26.91,2500,Diesel,5,5724.11,Volkswagen,Manual,White,None,0,Yes
2005,9.85,5000,Petrol,5,6891.58,Kia,Manual,White,None,1,Yes
2023,18.28,1500,Diesel,2,8330.01,Toyota,Automatic,Gray,Partial,0,No
2018,14.47,2500,Diesel,2,6956.0,Hyundai,Automatic,Red,Full,0,Yes
1998,20.61,3000,Petrol,2,8842.11,Honda,Automatic,Red,Partial,0,Yes
2019,17.14,2000,Diesel,5,9045.59,Toyota,Automatic,Gray,Partial,0,Yes
2015,11.2,2000,Petrol,5,3891.99,Ford,Manual,White,Partial,0,Yes
2023,13.09,1200,Petrol,3,6972.52,Nissan,Manual,Blue,None,0,No
2019,13.85,1800,Diesel,5,4149.78,Hyundai,Automatic,Silver,Partial,2,Yes
1998,24.72,5000,Petrol,4,10277.35,Volkswagen,Manual,White,Full,1,Yes
2004,24.47,1000,Petrol,4,5379.42,Chevrolet,Manual,White,Partial,0,Yes
1999,16.44,1800,Petrol,5,3420.53,Kia,Automatic,Black,Full,0,Yes
2003,24.14,1800,Electric,4,8745.76,Volkswagen,Manual,Red,Full,0,Yes
2018,17.13,2500,Diesel,5,6746.52,Kia,Automatic,Blue,Partial,2,Yes
1997,16.37,1500,Diesel,2,4207.8,BMW,Manual,Silver,Full,0,Yes
2011,18.29,2000,Diesel,5,6458.12,Chevrolet,Manual,Black,Full,0,Yes
1997,19.42,4000,Diesel,2,8093.82,Honda,Automatic,Black,Full,1,Yes
2010,15.22,1500,Petrol,1,7701.61,Honda,Automatic,Gray,None,1,Yes
1998,18.11,2000,Electric,4,6584.88,Kia,Manual,White,Full,1,Yes
2012,21.94,4000,Diesel,1,11013.72,Hyundai,Automatic,Red,Full,1,Yes
2011,18.65,5000,Petrol,4,8723.34,Kia,Manual,White,None,0,Yes
2001,18.21,800,Diesel,1,6757.5,Honda,Manual,Black,Partial,0,Yes
2018,20.47,3000,Diesel,5,6565.7,Honda,Manual,Black,Full,2,Yes
2017,21.33,800,Petrol,1,8323.39,Toyota,Manual,Silver,Partial,0,Yes
1999,17.69,1500,Petrol,4,4049.23,Honda,Manual,White,Full,1,Yes
2006,15.63,1200,Petrol,3,4469.87,Nissan,Automatic,White,Partial,0,Yes
2011,18.95,1500,Diesel,4,4683.53,Chevrolet,Automatic,Blue,Full,0,Yes
2017,10.03,2500,Petrol,3,6941.66,Honda,Automatic,Silver,Full,2,Yes
2007,16.95,4000,Petrol,5,7592.31,Ford,Automatic,Red,Full,1,Yes
2017,5.64,4000,Petrol,4,8103.28,Kia,Automatic,White,Full,1,Yes
2019,9.62,5000,Diesel,1,10279.13,Kia,Manual,White,Partial,1,No
1997,8.87,800,Electric,5,4297.29,Nissan,Manual,Red,Partial,1,No
2003,23.24,5000,Diesel,4,10792.44,Volkswagen,Manual,Silver,None,1,No
2011,18.07,800,Petrol,5,3570.45,Honda,Manual,White,Partial,2,Yes
2011,11.69,4000,Diesel,3,8908.49,Chevrolet,Manual,Red,Full,2,Yes
2014,20.46,1500,Diesel,5,6281.85,Toyota,Automatic,Blue,Partial,0,No
2010,22.94,1200,Diesel,1,5571.67,Kia,Automatic,White,Partial,0,No
2019,20.54,4000,Diesel,4,9097.06,Volkswagen,Manual,Red,None,0,No
2016,17.06,1800,Petrol,3,7056.08,Tesla,Automatic,Black,Partial,1,Yes
2007,19.16,2000,Petrol,5,4921.31,Kia,Manual,White,Full,1,Yes
2021,22.51,800,Petrol,2,7025.16,Kia,Manual,Blue,Full,0,Yes
2013,15.65,800,Electric,3,8532.75,Kia,Manual,Red,Partial,0,Yes
2011,18.15,2500,Diesel,3,7082.63,Tesla,Manual,Red,Full,0,No
1998,16.71,5000,Diesel,1,10547.4,Honda,Manual,White,Full,1,Yes
2006,9.93,3000,Diesel,1,9266.69,Volkswagen,Automatic,Black,Partial,2,Yes
2023,22.58,3000,Diesel,5,11659.71,Nissan,Automatic,Red,Full,1,Yes
2003,28.29,2500,Petrol,2,8859.46,Tesla,Manual,Red,Full,1,Yes
2013,13.63,4000,Petrol,3,7104.15,Honda,Manual,Black,Full,0,Yes
2006,22.81,800,Electric,5,7368.98,Tesla,Automatic,Blue,Partial,1,Yes
2003,13.79,1000,Electric,2,8559.75,Toyota,Automatic,White,Partial,0,Yes
2001,18.66,1200,Diesel,5,3356.6,Kia,Manual,Gray,Full,0,Yes
2022,25.54,1800,Diesel,3,8298.86,Kia,Manual,White,Full,0,No
2008,15.4,1500,Petrol,5,3787.71,Volkswagen,Automatic,White,Full,0,No
2014,17.93,1500,Petrol,1,8630.78,Volkswagen,Automatic,Silver,None,0,Yes
2013,8.99,3000,Petrol,1,7897.17,Hyundai,Automatic,White,Full,0,Yes
2020,14.68,3000,Diesel,4,7709.37,Toyota,Manual,Gray,None,0,No
2009,8.47,2500,Diesel,2,5863.16,Toyota,Automatic,Black,None,1,Yes
2010,20.15,800,Diesel,3,5075.27,Chevrolet,Manual,White,Full,1,No
2015,22.16,5000,Petrol,2,12586.52,BMW,Automatic,Gray,Partial,1,Yes
1999,16.89,1500,Petrol,1,3416.18,Volkswagen,Manual,Blue,Full,2,No
1997,19.43,800,Electric,3,5553.0,Ford,Automatic,Silver,None,1,Yes
2006,16.37,1800,Petrol,4,6861.54,Kia,Manual,Black,Partial,0,Yes
2019,21.7,1200,Diesel,1,8341.11,Volkswagen,Automatic,Black,Partial,0,Yes
2014,18.65,1200,Diesel,1,7649.48,BMW,Automatic,Blue,Partial,0,Yes
2021,8.07,1500,Diesel,2,5348.18,Hyundai,Automatic,White,Full,0,Yes
2015,22.7,1000,Electric,5,9038.97,Hyundai,Automatic,Gray,Full,0,Yes
1998,16.05,2500,Petrol,2,7281.61,Hyundai,Manual,Silver,Partial,1,Yes
2015,11.65,1500,Diesel,1,7115.79,Honda,Automatic,Gray,Full,1,Yes
2017,15.81,1800,Petrol,2,6340.46,Honda,Manual,Silver,Full,1,Yes
2010,8.49,1000,Petrol,5,3559.25,Toyota,Automatic,Silver,Partial,1,Yes
2019,11.75,2000,Petrol,4,7471.68,Toyota,Automatic,Black,None,1,Yes
2001,18.71,4000,Petrol,3,7595.33,BMW,Manual,Blue,None,1,Yes
2007,19.13,3000,Electric,1,12814.84,Ford,Automatic,Black,None,0,Yes
2015,19.53,3000,Diesel,2,9945.05,BMW,Manual,White,Partial,1,Yes
2004,18.02,1000,Petrol,1,3169.18,Kia,Manual,Red,None,2,Yes
2020,14.54,1500,Petrol,3,6306.3,Toyota,Manual,Silver,Partial,3,Yes
2001,17.73,3000,Petrol,2,6841.02,Tesla,Manual,Silver,Full,0,No
2008,15.81,800,Diesel,4,3640.63,Tesla,Manual,Silver,Full,0,Yes
2020,9.87,3000,Diesel,3,8580.08,Chevrolet,Manual,Black,None,0,Yes
1999,14.14,1200,Diesel,5,3035.91,BMW,Manual,Silver,Partial,1,Yes
1997,22.45,3000,Petrol,5,6468.08,Tesla,Automatic,Silver,Partial,0,Yes
2017,25.94,2000,Petrol,1,11178.56,Volkswagen,Manual,Red,Full,0,No
2023,21.26,2500,Petrol,5,8989.49,Hyundai,Manual,Blue,Full,0,No
2005,25.72,1000,Diesel,2,7212.6,Kia,Manual,White,None,2,Yes
2005,18.43,800,Petrol,5,3992.34,Nissan,Automatic,Gray,Partial,1,Yes
2012,26.71,2000,Petrol,4,8632.24,Tesla,Automatic,Black,None,2,Yes
2009,28.27,1200,Petrol,2,8538.79,Hyundai,Manual,White,Full,2,Yes
2006,9.33,1500,Diesel,1,4832.16,BMW,Automatic,Blue,Full,0,Yes
2003,19.11,4000,Petrol,1,9562.18,Tesla,Manual,White,Full,0,Yes
2004,18.43,1200,Diesel,5,1411.89,Ford,Manual,Black,Full,1,Yes
2020,15.88,1000,Diesel,5,6410.57,Kia,Manual,Red,Full,2,Yes
2006,20.46,1000,Diesel,1,6780.13,Volkswagen,Automatic,White,Partial,0,Yes
2011,18.21,1000,Petrol,2,5879.32,Kia,Manual,Blue,Full,1,Yes
2023,14.32,2000,Petrol,3,8865.19,Volkswagen,Automatic,Black,None,1,Yes
2000,17.87,1000,Diesel,1,5612.87,Tesla,Automatic,Blue,None,0,Yes
2001,24.02,2500,Petrol,4,6201.97,Volkswagen,Manual,Gray,Full,1,Yes
2008,18.91,2500,Petrol,2,8049.6,Nissan,Manual,White,Partial,0,Yes
2007,21.13,2500,Petrol,3,7221.94,Volkswagen,Manual,Black,Partial,0,Yes
2002,16.61,1000,Petrol,3,3594.75,Tesla,Automatic,White,Full,1,Yes
2004,20.26,2500,Petrol,2,6501.98,Volkswagen,Automatic,Gray,None,1,Yes
2003,11.95,5000,Diesel,1,8881.11,Chevrolet,Automatic,Silver,Full,0,Yes
2012,15.5,3000,Petrol,3,6776.21,Chevrolet,Automatic,Black,Partial,0,Yes
2021,17.49,3000,Petrol,4,9076.85,BMW,Manual,Gray,Full,1,Yes
2020,11.62,1000,Petrol,2,5173.23,Toyota,Automatic,White,None,0,Yes
1996,13.85,1800,Diesel,5,1717.39,Chevrolet,Manual,Black,Partial,0,Yes
1999,19.57,2000,Diesel,1,5278.92,Tesla,Manual,Red,None,1,Yes
2023,18.65,4000,Petrol,2,11806.39,Volkswagen,Manual,Gray,Full,1,Yes
1999,22.03,2000,Diesel,4,6024.41,Toyota,Manual,Silver,Full,0,Yes
2000,15.0,5000,Petrol,3,7064.19,Volkswagen,Manual,Blue,Full,0,Yes
2013,18.29,2000,Diesel,1,8092.2,Chevrolet,Manual,White,None,0,Yes
2002,14.64,5000,Diesel,1,9532.44,Chevrolet,Manual,Blue,Full,0,No
2010,21.53,5000,Diesel,2,11937.62,Ford,Manual,White,Full,1,Yes
2007,23.95,2000,Diesel,2,6702.79,Toyota,Manual,Black,Full,0,Yes
1995,20.42,4000,Petrol,4,6914.83,Chevrolet,Manual,Blue,Full,0,No
2016,23.31,5000,Diesel,5,10052.79,Nissan,Automatic,Silver,None,0,No
2014,18.16,2500,Petrol,2,8840.12,Tesla,Automatic,White,Full,0,No
2011,22.03,800,Electric,2,8955.62,Kia,Manual,Blue,Partial,0,Yes
2001,18.38,800,Petrol,2,4109.85,Chevrolet,Manual,White,Full,0,No
2019,12.88,1500,Petrol,4,7012.14,Volkswagen,Automatic,Red,Full,0,No
2007,19.23,1000,Petrol,3,3348.39,Tesla,Manual,Red,Full,1,No
1998,13.02,1200,Petrol,5,1000.0,Hyundai,Manual,Blue,Partial,2,Yes
1998,29.7,2500,Diesel,4,8074.21,BMW,Automatic,Red,Full,0,Yes
2000,16.33,2500,Petrol,2,6654.42,BMW,Manual,Silver,Full,0,Yes
2022,21.23,1200,Petrol,3,5622.42,BMW,Automatic,Blue,Full,0,Yes
2013,17.94,1000,Petrol,2,5822.15,Honda,Manual,Black,Partial,0,No
2023,11.83,800,Diesel,4,6536.45,Nissan,Automatic,Blue,Full,0,Yes
2006,8.51,4000,Petrol,1,10904.08,Nissan,Manual,Black,None,0,Yes
2016,21.75,5000,Petrol,2,14467.37,Chevrolet,Automatic,Red,Full,0,Yes
2001,25.75,1200,Diesel,3,4483.98,Tesla,Automatic,Blue,None,1,Yes
2021,14.33,4000,Petrol,5,9643.39,Chevrolet,Manual,Silver,Partial,0,Yes
2004,9.72,1500,Petrol,1,3099.63,Nissan,Automatic,Red,Partial,0,Yes
2020,16.37,5000,Diesel,2,12968.13,Tesla,Automatic,Gray,Full,1,Yes
2013,13.31,2000,Petrol,2,7151.71,Volkswagen,Manual,Red,Full,0,Yes
2001,14.75,2500,Petrol,3,6477.22,Tesla,Automatic,Red,Partial,1,Yes
1997,21.05,5000,Diesel,1,8274.82,Hyundai,Manual,Black,Partial,0,Yes
2007,17.75,2000,Petrol,1,6155.79,BMW,Manual,Black,Partial,0,Yes
2007,13.85,800,Petrol,1,4586.9,Hyundai,Manual,Silver,Full,2,Yes
2012,20.94,2000,Diesel,2,8589.11,Toyota,Automatic,Black,Full,1,Yes
2022,21.33,2000,Electric,1,12358.96,Hyundai,Automatic,Gray,Partial,0,Yes
2020,16.31,1800,Diesel,2,10414.88,Kia,Automatic,White,Full,0,Yes
2014,18.69,1200,Petrol,2,5462.25,Volkswagen,Manual,White,None,0,Yes
2022,20.6,5000,Petrol,1,13679.95,Volkswagen,Automatic,Blue,None,0,Yes
2002,20.13,1200,Diesel,4,2824.75,Nissan,Manual,Gray,Full,1,Yes
2023,18.2,5000,Petrol,5,11829.01,Ford,Manual,Gray,Partial,0,Yes
2003,25.16,2500,Petrol,5,6594.05,Tesla,Manual,Gray,Partial,0,Yes
2001,20.91,3000,Diesel,4,6741.34,Tesla,Automatic,Red,Full,0,Yes
1995,15.75,1200,Petrol,1,2976.33,Volkswagen,Automatic,White,Full,1,Yes
1997,15.78,1200,Petrol,2,4865.11,Toyota,Manual,Black,Full,0,Yes
2007,15.21,2500,Petrol,3,7906.31,Hyundai,Automatic,Silver,Full,1,Yes
2022,21.16,5000,Diesel,4,12039.48,Hyundai,Manual,Black,None,0,Yes
2019,14.89,2500,Petrol,5,10373.44,Chevrolet,Manual,Red,Partial,2,Yes
2022,15.88,4000,Petrol,5,9000.02,Tesla,Manual,Red,Full,0,No
2011,23.29,2000,Petrol,2,7884.08,Chevrolet,Manual,White,Partial,0,No
2019,18.96,2500,Diesel,5,7814.98,Kia,Manual,White,None,0,No
2018,23.99,5000,Diesel,5,10854.83,BMW,Automatic,Black,Full,1,No
1995,21.99,800,Petrol,2,3688.31,Volkswagen,Manual,Blue,Partial,1,Yes
2000,12.12,2500,Diesel,1,5983.25,Honda,Manual,Black,None,0,Yes
2015,17.49,1000,Petrol,5,5168.81,Kia,Automatic,Gray,None,0,Yes
2000,22.95,2500,Petrol,1,7403.05,Nissan,Manual,White,Partial,0,Yes
2020,11.89,1200,Diesel,3,6926.71,Kia,Manual,Gray,None,0,Yes
2006,20.1,4000,Diesel,1,10814.76,BMW,Manual,Blue,Full,0,Yes
2007,17.8,1800,Petrol,2,5295.86,Ford,Manual,Gray,Full,0,No
2007,9.23,2500,Diesel,2,6006.35,Ford,Manual,Blue,Full,2,No
2023,18.6,3000,Petrol,2,9765.07,Honda,Manual,White,Full,0,Yes
2009,13.81,1000,Electric,5,8074.7,Ford,Manual,Black,Full,1,Yes
2015,12.16,800,Diesel,4,5264.72,BMW,Manual,Silver,None,0,Yes
2010,18.05,2500,Electric,5,9645.62,Nissan,Automatic,White,None,0,Yes
2016,8.35,2000,Petrol,1,7836.4,BMW,Manual,Black,Full,1,No
2015,14.63,2000,Petrol,3,6790.85,Nissan,Manual,Silver,None,3,No
2005,30.76,1000,Diesel,3,5994.23,Chevrolet,Automatic,Gray,Full,0,Yes
2022,21.25,1200,Diesel,3,6802.36,BMW,Automatic,Red,Full,2,No
1999,13.59,1500,Diesel,3,2967.88,Volkswagen,Manual,Red,Partial,1,Yes
1998,25.02,1200,Petrol,4,4519.49,Tesla,Automatic,Red,Full,0,Yes
1997,13.04,1000,Diesel,3,1437.78,Toyota,Automatic,Silver,Full,0,Yes
2013,15.23,1200,Diesel,5,3774.5,Nissan,Manual,Blue,None,0,Yes
2014,12.26,2000,Diesel,3,6243.89,Toyota,Automatic,Red,Partial,0,Yes
2019,19.28,4000,Petrol,2,10053.96,Kia,Manual,Red,Partial,2,Yes
2012,24.84,1500,Diesel,1,8932.09,BMW,Manual,Blue,None,0,Yes
2009,13.0,2000,Diesel,5,5468.79,Nissan,Automatic,Silver,None,0,No
2003,7.7,800,Petrol,4,2402.24,Kia,Automatic,Silver,Full,1,Yes
2011,23.45,2000,Electric,5,8975.16,Volkswagen,Manual,Blue,Full,0,Yes
2008,25.77,1200,Petrol,2,7666.25,Nissan,Manual,White,Full,0,Yes
2009,8.02,4000,Diesel,3,8621.88,Hyundai,Manual,Blue,Full,0,Yes
1995,20.3,1500,Diesel,3,4823.72,Tesla,Manual,Black,None,1,Yes
2015,19.13,2500,Petrol,4,8741.83,Honda,Manual,Black,None,2,Yes
2016,14.06,1500,Diesel,1,6760.23,Tesla,Automatic,White,Full,0,Yes
2016,11.03,2000,Diesel,3,5737.87,Tesla,Manual,Gray,None,0,Yes
1997,22.96,2500,Diesel,4,4450.45,Honda,Manual,White,Full,0,Yes
2010,18.9,1000,Petrol,3,5227.71,Chevrolet,Manual,Black,Partial,0,Yes
2017,19.27,5000,Petrol,5,8539.19,Tesla,Manual,Blue,Full,0,Yes
2019,14.89,2000,Diesel,4,5965.73,Chevrolet,Manual,Silver,Full,1,Yes
2005,13.99,3000,Petrol,4,5634.13,Kia,Manual,Black,Partial,0,Yes
2006,5.73,2000,Petrol,4,3366.8,Ford,Automatic,Blue,Partial,0,Yes
2004,16.86,1000,Petrol,3,4619.71,Ford,Manual,Gray,Full,0,Yes
2010,25.19,1500,Petrol,4,4739.54,Tesla,Manual,Black,None,0,Yes
2002,13.55,800,Diesel,5,1000.0,BMW,Manual,Silver,None,0,Yes
2000,10.39,2500,Diesel,1,4221.73,Nissan,Manual,Gray,Full,0,Yes
2006,20.18,3000,Diesel,1,9246.71,Tesla,Manual,Black,Partial,1,Yes
2018,21.1,5000,Diesel,2,12550.25,Nissan,Automatic,Black,Full,1,Yes
2022,15.07,1000,Diesel,5,4891.26,Kia,Automatic,Silver,Full,0,Yes
2015,16.26,5000,Petrol,5,12344.47,Ford,Manual,Red,None,1,Yes
2002,19.32,1800,Diesel,4,5155.99,Nissan,Automatic,Black,Full,0,Yes
2020,17.22,3000,Petrol,2,9237.33,Honda,Automatic,Black,None,0,Yes
2022,23.0,3000,Diesel,5,8072.85,Toyota,Manual,Black,Full,0,No
1998,30.19,1800,Petrol,5,6803.85,BMW,Manual,White,Full,0,Yes
2020,9.45,3000,Petrol,5,7772.9,Tesla,Manual,White,None,1,Yes
2002,24.15,2000,Petrol,3,5662.55,BMW,Manual,Silver,Full,0,No
2020,18.53,1800,Petrol,5,7019.72,Tesla,Manual,Blue,Partial,1,Yes
2022,24.94,1500,Petrol,3,8026.08,Tesla,Automatic,Gray,Partial,3,Yes
2012,21.62,1800,Petrol,5,6503.23,Toyota,Manual,White,Full,0,Yes
2022,18.31,1500,Petrol,1,6951.45,Kia,Manual,Silver,Partial,0,Yes
2022,21.8,800,Petrol,3,6614.25,Nissan,Manual,White,Full,1,Yes
1999,16.03,1200,Petrol,3,2416.85,Tesla,Manual,Gray,Partial,0,Yes
2003,14.13,3000,Petrol,4,5966.47,Tesla,Automatic,Blue,Partial,2,No
1998,22.05,2500,Diesel,5,4040.56,Toyota,Automatic,White,Full,0,Yes
2021,13.78,2500,Diesel,2,8354.44,Tesla,Automatic,Red,Partial,0,Yes
2016,21.21,1200,Electric,2,9595.14,Volkswagen,Automatic,Blue,None,0,Yes
2011,18.15,4000,Diesel,2,10486.61,Kia,Manual,Blue,Partial,1,Yes
2003,6.35,2000,Diesel,2,4230.25,Chevrolet,Automatic,White,Full,1,No
1995,15.13,3000,Diesel,1,5450.48,Kia,Manual,Gray,Partial,0,Yes
2015,19.67,3000,Petrol,2,9923.61,Hyundai,Manual,White,Partial,0,Yes
2014,15.97,1200,Diesel,4,7302.08,Toyota,Manual,Black,Partial,0,Yes
2007,5.27,1500,Petrol,2,3974.54,Honda,Manual,Black,Partial,0,Yes
2022,24.6,2000,Diesel,4,9954.95,Nissan,Manual,Blue,Partial,0,Yes
2010,18.85,1000,Diesel,3,3615.46,Honda,Automatic,Black,Partial,1,Yes
2023,20.22,2500,Diesel,5,7763.35,Volkswagen,Automatic,Black,None,0,Yes
2007,15.63,1000,Petrol,2,6121.12,Kia,Manual,Black,Partial,0,Yes
2008,20.66,1800,Electric,4,8997.56,Ford,Manual,Gray,Full,1,Yes
1997,27.17,1500,Electric,4,6743.19,Ford,Manual,Red,Full,0,Yes
2023,14.32,4000,Petrol,5,10904.52,Nissan,Manual,Black,Full,0,Yes
2000,26.34,1000,Diesel,3,3524.54,Nissan,Automatic,Gray,Full,0,Yes
2012,19.99,2500,Petrol,2,8414.33,Honda,Manual,Black,Full,0,Yes
2013,13.65,2500,Petrol,4,7674.77,Chevrolet,Automatic,Red,None,1,Yes
1999,29.06,2500,Petrol,2,7852.07,Toyota,Manual,White,Partial,0,Yes
2009,19.96,800,Diesel,1,8354.45,Toyota,Manual,Blue,Full,1,Yes
2019,21.38,3000,Petrol,4,8750.97,Nissan,Automatic,Silver,Full,0,Yes
1996,16.65,1000,Petrol,3,3492.69,Ford,Manual,White,Full,0,Yes
2004,14.02,1800,Petrol,5,4761.96,Toyota,Manual,Red,Full,2,Yes
2018,18.84,1000,Petrol,4,5641.42,Ford,Automatic,Red,Partial,0,Yes
2012,25.91,1800,Petrol,1,7574.93,Volkswagen,Manual,Blue,Partial,0,No
2021,16.45,2500,Petrol,5,8935.16,Chevrolet,Manual,Black,None,1,Yes
2007,17.87,2000,Petrol,3,5588.55,Volkswagen,Automatic,Silver,Full,1,Yes
1999,25.28,1800,Petrol,2,6627.47,Chevrolet,Manual,Silver,Full,0,Yes
2017,16.5,1500,Petrol,2,7607.46,Volkswagen,Automatic,Silver,Partial,1,Yes
2018,20.55,3000,Diesel,4,9191.88,Ford,Manual,White,None,1,No
1995,22.39,3000,Electric,5,9684.22,Chevrolet,Automatic,Red,Partial,1,Yes
2016,17.02,800,Petrol,1,6878.18,Kia,Manual,Silver,Full,0,Yes
1995,19.55,5000,Petrol,1,10623.74,Honda,Manual,Gray,Full,0,Yes
2012,21.31,1000,Electric,3,9160.83,Kia,Automatic,Silver,Full,0,Yes
2009,16.0,1200,Diesel,5,4045.65,Ford,Manual,Black,None,1,Yes
2011,22.08,800,Diesel,5,4018.45,Honda,Automatic,White,Partial,1,No
2005,15.27,1200,Petrol,2,4762.34,Hyundai,Manual,Gray,Full,0,Yes
2015,14.62,5000,Petrol,3,12022.62,Hyundai,Manual,Gray,Partial,0,Yes
2020,10.36,3000,Diesel,3,9114.62,Honda,Manual,Red,Full,1,Yes
2019,15.48,1500,Diesel,3,7455.09,Ford,Automatic,Blue,Partial,0,Yes
2016,13.92,2500,Petrol,5,10496.94,Tesla,Automatic,Black,Full,1,Yes
2021,16.0,2500,Petrol,2,8718.44,Hyundai,Manual,Black,None,1,Yes
2021,21.06,1800,Diesel,3,6692.41,Tesla,Automatic,Black,None,1,Yes
2011,9.37,800,Petrol,2,3965.5,Nissan,Manual,Silver,None,0,Yes
2007,8.13,5000,Diesel,3,9069.17,BMW,Automatic,Blue,Full,1,Yes
1995,14.25,1500,Petrol,5,2550.28,BMW,Manual,White,None,1,Yes
1996,20.31,2500,Petrol,2,5734.43,Kia,Manual,Red,Full,0,Yes
2003,19.44,1800,Petrol,4,5615.26,Nissan,Manual,White,None,0,Yes
1997,14.17,1000,Diesel,3,1883.6,Hyundai,Manual,Gray,Full,2,Yes
1995,23.85,3000,Petrol,5,6089.31,Hyundai,Automatic,Black,Full,1,Yes
2015,14.71,1000,Petrol,2,4461.24,Volkswagen,Automatic,Blue,None,0,Yes
2010,20.31,3000,Petrol,1,9332.21,Kia,Automatic,White,Full,1,Yes
2017,16.19,1000,Electric,5,7081.24,Ford,Manual,White,Partial,1,No
2000,13.66,1800,Electric,5,5878.06,BMW,Automatic,Black,Full,0,Yes
2022,14.97,1500,Diesel,1,6195.7,Volkswagen,Manual,Gray,Partial,0,No
2011,21.67,800,Electric,1,10206.56,Kia,Automatic,Gray,Partial,1,No
1999,19.81,3000,Petrol,4,5744.99,Tesla,Manual,Black,Partial,0,Yes
1999,22.84,5000,Electric,4,12379.61,Chevrolet,Manual,White,Full,0,Yes
2000,19.8,1200,Petrol,4,3993.45,Toyota,Automatic,Gray,None,0,Yes
1997,9.94,1500,Petrol,5,1162.41,Toyota,Manual,White,Full,0,Yes
2015,28.57,1500,Petrol,5,6335.8,Nissan,Automatic,Silver,Full,2,Yes
2017,19.88,1800,Electric,5,7768.27,Chevrolet,Manual,Blue,Full,1,Yes
1999,20.57,1200,Diesel,4,3195.0,Honda,Automatic,Black,None,1,Yes
2015,16.12,4000,Diesel,2,12125.85,Volkswagen,Manual,Red,Full,0,Yes
1999,23.57,1500,Electric,5,7100.93,Nissan,Manual,Red,None,1,Yes
2004,12.53,5000,Diesel,5,7000.54,Volkswagen,Manual,Black,None,0,Yes
2004,21.05,1500,Diesel,5,4699.55,Honda,Automatic,Gray,Full,1,No
2013,7.6,2000,Petrol,4,6542.87,Volkswagen,Manual,Blue,None,0,No
2011,21.39,3000,Diesel,3,7605.37,Volkswagen,Manual,Gray,Full,0,Yes
2015,12.6,2500,Electric,4,9696.73,Nissan,Automatic,Red,Full,0,Yes
2008,19.38,1500,Electric,3,8491.79,Kia,Manual,Silver,Partial,0,Yes
2003,24.79,1500,Petrol,4,5195.94,Hyundai,Automatic,Black,Partial,0,Yes
2008,22.11,1800,Petrol,2,7067.55,Nissan,Manual,Red,Full,0,Yes
